"","2","5","9","11","19","20","28","29","32","33","35","48","56","59","60","64","72","76","77","79","102","104","107","113","120","121","141","154","203","254","421","427"
"2",NA,2,0,0,0,2,5,0,0,0,0,1,4,0,2,8,8,0,0,1,0,0,0,3,0,4,0,0,0,0,3,3
"5",0,NA,0,5,0,0,11,0,0,0,2,7,0,0,0,35,0,9,0,2,0,26,1,5,0,7,7,2,2,1,11,0
"9",0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"11",1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"19",0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"20",0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,2,0,0,0,0,2,0
"28",0,0,0,1,0,0,NA,1,1,0,1,0,0,3,0,4,0,2,0,0,0,0,0,3,0,0,5,0,0,0,0,0
"29",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",0,0,0,1,0,0,0,0,0,0,NA,0,1,0,0,0,0,2,0,0,0,0,1,1,0,3,1,0,0,0,1,1
"48",0,0,0,0,0,1,2,0,1,3,3,NA,0,0,2,0,1,0,0,0,0,0,2,7,0,0,2,0,2,0,3,0
"56",0,10,0,0,0,0,0,0,0,0,0,5,NA,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
"59",0,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"60",0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,1,0
"64",0,0,0,0,0,2,0,0,1,0,1,9,1,0,0,NA,0,4,0,2,0,1,1,0,0,0,1,0,1,0,2,0
"72",0,1,0,3,1,1,0,0,0,0,1,0,0,3,2,7,NA,8,0,0,0,0,0,0,0,11,0,6,1,1,0,0
"76",7,0,0,1,0,2,0,0,0,1,0,1,3,0,0,0,0,NA,0,0,1,3,0,2,0,0,5,0,0,0,0,0
"77",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0
"102",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"104",2,0,2,4,0,0,5,0,0,1,2,12,18,1,3,0,7,0,0,1,1,NA,2,0,0,0,4,5,3,0,5,0
"107",2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0
"113",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,NA,0,0,2,0,0,1,0,0
"120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
"121",0,0,0,0,0,0,2,1,0,0,0,16,0,5,0,15,0,9,0,1,1,12,3,8,0,NA,7,10,0,0,8,0
"141",0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,1,0,0,0,NA,0,1,0,0,0
"154",2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,NA,0,0,0,0
"203",0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,NA,0,0,1
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"421",0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,5,0,2,0,0,0,3,0,0,4,0,1,0,NA,0
"427",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,0,1,0,2,0,1,0,0,0,1,0,0,2,NA
