"","251709","2373709","2525174","4566463","5482776","5775781","5797364","6871165","200670975","201009223","201481153","202937359","203020098","203073673","205213320","206358340","207570975","207629924","207850002","207991322","208670326","209063179","209161524","209173070","209283868","209324581","209376444","209484553","210082154","210167927","210167948","210167954","210168031","210168209","210249023","210412595","210429901","210574406"
"251709",NA,0,0,0,0,0,0,0,0,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"2373709",0,NA,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"2525174",0,0,NA,0,0,0,0,0,1,0,0.333333333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.333333333333333,1,0,1,0
"4566463",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5482776",0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5775781",0,0,0,1,0,NA,0,1,1,0.333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.5,1,0,0,0,0,0,0,0,0,1
"5797364",0,0,0,0,1,0.5,NA,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
"6871165",0,1,0,0,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
"200670975",0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"201009223",0,0,1,0,1,0,0,0,1,NA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0
"201481153",0,0,0,0,0,0,0,1,0,0,NA,1,0,0.333333333333333,1,1,1,1,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0,0,1,0,0,0,0
"202937359",0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203020098",0,0,0,0,0,0,1,0,0,0,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"203073673",0,0,0,0,1,1,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"205213320",0,1,0,0,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,0,0,0,0,0,1,0,0,0,0
"206358340",1,0,0.333333333333333,0,0,0,0,1,1,0,0,0,0,0,1,NA,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"207570975",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,0,0,0,0,0.333333333333333,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"207629924",0,0,0,0,0,0,1,1,1,0,0,0,0,0.333333333333333,0,0,0,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
"207850002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207991322",0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"208670326",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,NA,0,1,0,0,0,1,0,0,0,1,1,0,0.333333333333333,0,0,0,0
"209063179",0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"209161524",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209173070",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"209283868",0,0,0,0,0,0,0.333333333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,1,0,0,0,1,0,0,0
"209324581",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
"209376444",1,1,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0
"209484553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,1,0,0,1,1,0,0,0,0,0
"210082154",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0
"210167927",0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,1,0,0,0,0
"210167948",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,0
"210167954",0,1,0,0,0,1,0,0,0,0,1,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,0,1,1,0
"210168031",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0
"210168209",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,0,0,0
"210249023",1,1,0,0,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.428571428571429,0,NA,0,0,1
"210412595",0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1,0
"210429901",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,0
"210574406",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA
