"","666395","909429","2713769","3511615","3706811","4286691","5312679","6451200","200203708","201232698","203542532","204062750","204098604","204531622","204544908","206944308","207332319","207443723","207874718","207884486","208537812","208684744","208788053","209682437","209685625","209703318","209834687","209992902","210160163","210168025","210168129","210296071","210426282"
"666395",NA,0,0,0.333333333333333,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"909429",1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,0,0,0,1,0,1,0,0,0,1,0
"2713769",1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3511615",0,1,1,NA,0,0,0,0,0,0.333333333333333,1,0.5,1,0,0,0,0,0.333333333333333,0,1,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333
"3706811",0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4286691",0,0,0,0,0,NA,0,0,0,1,0.333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5312679",0,0,0,1,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6451200",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200203708",0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
"201232698",0,0,0,0,1,0,0,0,1,NA,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"203542532",1,0,0,0,1,0,0,0,0,0,NA,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"204062750",1,1,0,0,0,0,0,0,0.333333333333333,0,0,NA,0,0,1,0,0,0,0.333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"204098604",0,0,1,0,0,0,0,0,1,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,1,0,0
"204531622",0,0,0,0,0,0,0,0,1,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"204544908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"206944308",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"207332319",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"207443723",0.333333333333333,0,0,0,0,1,0,0,0,0,0,0.333333333333333,0.333333333333333,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,0,0
"207874718",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"207884486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"208537812",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,NA,0,0,0,0,0,1,0,1,0,0,0,0
"208684744",1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,1,0,0,0,0,1,0,0,1,0,0
"208788053",0,0,0,1,0,0,0,0,0,0.333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,NA,0,0,0,1,0,0,1,0,1,0
"209682437",0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0
"209685625",1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.333333333333333,0,1,0,0,1,0,1,0,NA,0,0,1,0,0,0,0,0
"209703318",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,NA,1,0,0.333333333333333,1,0,0,0
"209834687",0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,NA,0,1,1,0,0,0
"209992902",0,0,0,1,0,0,0,0,0,1,0,0.333333333333333,0,0,0,1,0,0,0.333333333333333,0,1,0,1,0,0,1,1,NA,0,0,0,0,0
"210160163",0,0,0.333333333333333,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,1,0,0
"210168025",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,NA,0,0,0
"210168129",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,1
"210296071",0,0,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,0
"210426282",0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA
